Species 1,Species 2,Dist,type
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN810258 Nais elinguis N4 277_{Nais elinguis},0.1629,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN810259 Nais elinguis N4 148_{Nais elinguis},0.1629,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN810260 Nais elinguis N4 294_{Nais elinguis},0.1626,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN810261 Nais elinguis N4 292_{Nais elinguis},0.1626,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN810262 Nais elinguis N4 149_{Nais elinguis},0.1629,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN810263 Nais elinguis N4 291_{Nais elinguis},0.1626,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN810264 Nais elinguis N4 276_{Nais elinguis},0.1629,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN810265 Nais elinguis N4 217_{Nais elinguis},0.1629,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN810266 Nais elinguis N4 146_{Nais elinguis},0.1629,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN999253 Nais elinguis 546 N4_{Nais elinguis},0.1680,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN999278 Nais elinguis 571 N4_{Nais elinguis},0.1626,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN999283 Nais elinguis 572 N4_{Nais elinguis},0.1626,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN999284 Nais elinguis 573 N4_{Nais elinguis},0.1626,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN999285 Nais elinguis 574 N4_{Nais elinguis},0.1626,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN999286 Nais elinguis 575 N4_{Nais elinguis},0.1641,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN999289 Nais elinguis 578 N4_{Nais elinguis},0.1626,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN999290 Nais elinguis 579 N4_{Nais elinguis},0.1626,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN999292 Nais elinguis 581 N4_{Nais elinguis},0.1688,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN999293 Nais elinguis 582 N4_{Nais elinguis},0.1717,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN999296 Nais elinguis 585 N4_{Nais elinguis},0.1691,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN999297 Nais elinguis 586 N4_{Nais elinguis},0.1611,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN999298 Nais elinguis 587 N4_{Nais elinguis},0.1641,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN999299 Nais elinguis 588 N4_{Nais elinguis},0.1626,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN999300 Nais elinguis 589 N4_{Nais elinguis},0.1626,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN999301 Nais elinguis 590 N4_{Nais elinguis},0.1626,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN999302 Nais elinguis 591 N4_{Nais elinguis},0.1704,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN999303 Nais elinguis 592 N4_{Nais elinguis},0.1626,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN999304 Nais elinguis 593 N4_{Nais elinguis},0.1626,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN999305 Nais elinguis 594 N4_{Nais elinguis},0.1672,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN999325 Nais elinguis 618 N4_{Nais elinguis},0.1691,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN999340 Nais elinguis 637 N4_{Nais elinguis},0.1626,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN999344 Nais elinguis 642 N4_{Nais elinguis},0.1641,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN999347 Nais elinguis 645 N4_{Nais elinguis},0.1636,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN999348 Nais elinguis 646 N4_{Nais elinguis},0.1626,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN999358 Nais elinguis 660 N4_{Nais elinguis},0.1698,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN999360 Nais elinguis 662 N4_{Nais elinguis},0.1672,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN999369 Nais elinguis 674 N4_{Nais elinguis},0.1626,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN999371 Nais elinguis 676 N4_{Nais elinguis},0.1611,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LN999372 Nais elinguis 677 N4_{Nais elinguis},0.1626,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LT598616 Nais elinguis 888_{Nais elinguis},0.1641,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LT598618 Nais elinguis 895_{Nais elinguis},0.1641,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LT598622 Nais elinguis 900_{Nais elinguis},0.1641,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LT598623 Nais elinguis 903_{Nais elinguis},0.1641,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LT598624 Nais elinguis 904_{Nais elinguis},0.1680,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LT598626 Nais elinguis 910_{Nais elinguis},0.1626,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LT598627 Nais elinguis 911_{Nais elinguis},0.1641,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LT903795 Nais communis 992 N9_{Nais communis},0.1733,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LT903798 Nais elinguis 943 N4_{Nais elinguis},0.1626,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LT903804 Nais alpina 960 N8_{Nais alpina},0.0821,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LT903821 Nais elinguis 967 N4_{Nais elinguis},0.1641,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LT903836 Nais communis 983 N9_{Nais communis},0.1687,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LT903840 Nais elinguis 1022 N4_{Nais elinguis},0.1626,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LT903844 Nais christinae 1029 N11_{Nais christinae},0.0973,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LT903845 Nais communis 1030 N9_{Nais communis},0.1687,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LT904770 Nais alpina 1038 N8_{Nais alpina},0.0821,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},LT906401 Nais communis 965 N10_{Nais communis},0.0778,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},0.0973,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},0.0973,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},MK047674 Nais communis NAIco IUCB_{Nais communis},0.0805,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},MW703541 Nais christinae ABWD 32_{Nais christinae},0.1062,interspecific
LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},MW770354 Nais communis mitochondrion_{Nais communis},0.1869,interspecific
LT906401 Nais communis 965 N10_{Nais communis},AF534841 Nais variabilis NAIvaov_{Nais variabilis},0.0531,interspecific
LT906401 Nais communis 965 N10_{Nais communis},AF534844 Nais variabilis NAI1bo_{Nais variabilis},0.0801,interspecific
LT906401 Nais communis 965 N10_{Nais communis},GQ355370 Nais variabilis_{Nais variabilis},0.0522,interspecific
LT906401 Nais communis 965 N10_{Nais communis},GU902104 Nais alpina CE529_{Nais alpina},0.0886,interspecific
LT906401 Nais communis 965 N10_{Nais communis},HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},0.0809,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519824 Nais christinae CE1133_{Nais christinae},0.0809,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519827 Nais sp. morphotype A3 CE1144_{A3},0.1400,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519834 Nais sp. morphotype A3 CE1152_{A3},0.1400,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519835 Nais sp. morphotype A3 CE1153_{A3},0.1400,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519837 Nais christinae CE1161_{Nais christinae},0.0809,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519841 Nais christinae CE1184_{Nais christinae},0.0809,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519842 Nais christinae CE1185_{Nais christinae},0.0809,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519843 Nais christinae CE1263_{Nais christinae},0.0815,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519844 Nais elinguis CE1916_{Nais elinguis},0.1568,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519845 Nais elinguis CE1917_{Nais elinguis},0.1571,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519846 Nais elinguis CE1919_{Nais elinguis},0.1614,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519847 Nais elinguis CE1920_{Nais elinguis},0.1571,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519848 Nais elinguis CE1923_{Nais elinguis},0.1558,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519849 Nais elinguis CE1924_{Nais elinguis},0.1602,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519850 Nais elinguis CE1927_{Nais elinguis},0.1578,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519851 Nais elinguis CE1955_{Nais elinguis},0.1586,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519852 Nais elinguis CE1959_{Nais elinguis},0.1602,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519853 Nais elinguis CE1960_{Nais elinguis},0.1602,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519857 Nais elinguis CE2215_{Nais elinguis},0.1586,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519858 Nais elinguis CE2216_{Nais elinguis},0.1573,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519860 Nais elinguis CE2796_{Nais elinguis},0.1602,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519868 Nais elinguis CE2949_{Nais elinguis},0.1602,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519869 Nais elinguis CE3300_{Nais elinguis},0.1559,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519870 Nais elinguis CE3486_{Nais elinguis},0.1586,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519871 Nais elinguis CE3490_{Nais elinguis},0.1586,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519872 Nais sp. morphotype A3 CE3492_{A3},0.1446,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519874 Nais elinguis CE3498_{Nais elinguis},0.1586,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519876 Nais sp. morphotype A3 CE3656_{A3},0.1446,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519878 Nais sp. morphotype A3 CE3771_{A3},0.1400,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519891 Nais elinguis CE4094_{Nais elinguis},0.1602,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519892 Nais elinguis CE4096_{Nais elinguis},0.1602,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519893 Nais elinguis CE4099_{Nais elinguis},0.1602,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519898 Nais elinguis CE595_{Nais elinguis},0.1602,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519900 Nais elinguis CE638_{Nais elinguis},0.1602,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519901 Nais elinguis CE656_{Nais elinguis},0.1613,interspecific
LT906401 Nais communis 965 N10_{Nais communis},JQ519902 Nais elinguis CE856_{Nais elinguis},0.1602,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN810253 Nais communis N3 295_{Nais communis},0.1446,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN810258 Nais elinguis N4 277_{Nais elinguis},0.1586,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN810259 Nais elinguis N4 148_{Nais elinguis},0.1586,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN810260 Nais elinguis N4 294_{Nais elinguis},0.1602,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN810261 Nais elinguis N4 292_{Nais elinguis},0.1602,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN810262 Nais elinguis N4 149_{Nais elinguis},0.1602,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN810263 Nais elinguis N4 291_{Nais elinguis},0.1586,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN810264 Nais elinguis N4 276_{Nais elinguis},0.1586,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN810265 Nais elinguis N4 217_{Nais elinguis},0.1586,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN810266 Nais elinguis N4 146_{Nais elinguis},0.1586,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN999253 Nais elinguis 546 N4_{Nais elinguis},0.1632,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN999278 Nais elinguis 571 N4_{Nais elinguis},0.1586,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN999283 Nais elinguis 572 N4_{Nais elinguis},0.1617,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN999284 Nais elinguis 573 N4_{Nais elinguis},0.1586,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN999285 Nais elinguis 574 N4_{Nais elinguis},0.1602,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN999286 Nais elinguis 575 N4_{Nais elinguis},0.1602,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN999289 Nais elinguis 578 N4_{Nais elinguis},0.1602,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN999290 Nais elinguis 579 N4_{Nais elinguis},0.1586,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN999292 Nais elinguis 581 N4_{Nais elinguis},0.1640,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN999293 Nais elinguis 582 N4_{Nais elinguis},0.1669,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN999296 Nais elinguis 585 N4_{Nais elinguis},0.1643,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN999297 Nais elinguis 586 N4_{Nais elinguis},0.1571,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN999298 Nais elinguis 587 N4_{Nais elinguis},0.1586,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN999299 Nais elinguis 588 N4_{Nais elinguis},0.1602,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN999300 Nais elinguis 589 N4_{Nais elinguis},0.1617,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN999301 Nais elinguis 590 N4_{Nais elinguis},0.1617,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN999302 Nais elinguis 591 N4_{Nais elinguis},0.1656,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN999303 Nais elinguis 592 N4_{Nais elinguis},0.1602,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN999304 Nais elinguis 593 N4_{Nais elinguis},0.1602,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN999305 Nais elinguis 594 N4_{Nais elinguis},0.1624,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN999325 Nais elinguis 618 N4_{Nais elinguis},0.1643,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN999340 Nais elinguis 637 N4_{Nais elinguis},0.1602,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN999344 Nais elinguis 642 N4_{Nais elinguis},0.1586,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN999347 Nais elinguis 645 N4_{Nais elinguis},0.1596,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN999348 Nais elinguis 646 N4_{Nais elinguis},0.1602,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN999358 Nais elinguis 660 N4_{Nais elinguis},0.1651,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN999360 Nais elinguis 662 N4_{Nais elinguis},0.1624,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN999369 Nais elinguis 674 N4_{Nais elinguis},0.1602,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN999371 Nais elinguis 676 N4_{Nais elinguis},0.1571,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LN999372 Nais elinguis 677 N4_{Nais elinguis},0.1617,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LT598616 Nais elinguis 888_{Nais elinguis},0.1602,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LT598618 Nais elinguis 895_{Nais elinguis},0.1602,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LT598622 Nais elinguis 900_{Nais elinguis},0.1602,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LT598623 Nais elinguis 903_{Nais elinguis},0.1602,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LT598624 Nais elinguis 904_{Nais elinguis},0.1656,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LT598626 Nais elinguis 910_{Nais elinguis},0.1602,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LT598627 Nais elinguis 911_{Nais elinguis},0.1602,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LT903798 Nais elinguis 943 N4_{Nais elinguis},0.1586,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LT903804 Nais alpina 960 N8_{Nais alpina},0.0886,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LT903821 Nais elinguis 967 N4_{Nais elinguis},0.1586,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LT903840 Nais elinguis 1022 N4_{Nais elinguis},0.1586,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LT903844 Nais christinae 1029 N11_{Nais christinae},0.0809,interspecific
LT906401 Nais communis 965 N10_{Nais communis},LT904770 Nais alpina 1038 N8_{Nais alpina},0.0886,interspecific
LT906401 Nais communis 965 N10_{Nais communis},MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},0.0778,interspecific
LT906401 Nais communis 965 N10_{Nais communis},MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},0.0809,interspecific
LT906401 Nais communis 965 N10_{Nais communis},MW703541 Nais christinae ABWD 32_{Nais christinae},0.0822,interspecific
MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},AF534845 Nais communis NAI2fd_{Nais communis},0.1417,interspecific
MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},JQ519824 Nais christinae CE1133_{Nais christinae},0.0076,interspecific
MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},JQ519837 Nais christinae CE1161_{Nais christinae},0.0076,interspecific
MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},JQ519841 Nais christinae CE1184_{Nais christinae},0.0107,interspecific
MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},JQ519842 Nais christinae CE1185_{Nais christinae},0.0107,interspecific
MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},JQ519844 Nais elinguis CE1916_{Nais elinguis},0.1659,interspecific
MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},JQ519845 Nais elinguis CE1917_{Nais elinguis},0.1661,interspecific
MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},JQ519846 Nais elinguis CE1919_{Nais elinguis},0.1656,interspecific
MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},JQ519847 Nais elinguis CE1920_{Nais elinguis},0.1646,interspecific
MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},JQ519848 Nais elinguis CE1923_{Nais elinguis},0.1637,interspecific
MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},JQ519849 Nais elinguis CE1924_{Nais elinguis},0.1659,interspecific
MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},JQ519850 Nais elinguis CE1927_{Nais elinguis},0.1637,interspecific
MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},JQ519851 Nais elinguis CE1955_{Nais elinguis},0.1659,interspecific
MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},JQ519852 Nais elinguis CE1959_{Nais elinguis},0.1659,interspecific
MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},JQ519853 Nais elinguis CE1960_{Nais elinguis},0.1659,interspecific
MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},JQ519857 Nais elinguis CE2215_{Nais elinguis},0.1659,interspecific
MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},JQ519858 Nais elinguis CE2216_{Nais elinguis},0.1646,interspecific
MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},JQ519860 Nais elinguis CE2796_{Nais elinguis},0.1659,interspecific
MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},JQ519868 Nais elinguis CE2949_{Nais elinguis},0.1659,interspecific
MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},JQ519869 Nais elinguis CE3300_{Nais elinguis},0.1559,interspecific
MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},JQ519870 Nais elinguis CE3486_{Nais elinguis},0.1644,interspecific
MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},JQ519871 Nais elinguis CE3490_{Nais elinguis},0.1644,interspecific
MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},JQ519874 Nais elinguis CE3498_{Nais elinguis},0.1644,interspecific
MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},JQ519878 Nais sp. morphotype A3 CE3771_{A3},0.1446,interspecific
MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},LN810253 Nais communis N3 295_{Nais communis},0.1489,interspecific
MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},LT903795 Nais communis 992 N9_{Nais communis},0.1915,interspecific
MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},LT903844 Nais christinae 1029 N11_{Nais christinae},0.0106,interspecific
MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},MW703541 Nais christinae ABWD 32_{Nais christinae},0.0051,interspecific
MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},AF534845 Nais communis NAI2fd_{Nais communis},0.1433,interspecific
MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},JQ519826 Nais sp. morphotype A2 CE1143_{A1+2},0.1972,interspecific
MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},JQ519827 Nais sp. morphotype A3 CE1144_{A3},0.1446,interspecific
MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},JQ519834 Nais sp. morphotype A3 CE1152_{A3},0.1446,interspecific
MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},JQ519835 Nais sp. morphotype A3 CE1153_{A3},0.1446,interspecific
MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},JQ519844 Nais elinguis CE1916_{Nais elinguis},0.1628,interspecific
MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},JQ519845 Nais elinguis CE1917_{Nais elinguis},0.1630,interspecific
MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},JQ519846 Nais elinguis CE1919_{Nais elinguis},0.1625,interspecific
MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},JQ519847 Nais elinguis CE1920_{Nais elinguis},0.1614,interspecific
MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},JQ519848 Nais elinguis CE1923_{Nais elinguis},0.1604,interspecific
MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},JQ519849 Nais elinguis CE1924_{Nais elinguis},0.1629,interspecific
MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},JQ519850 Nais elinguis CE1927_{Nais elinguis},0.1605,interspecific
MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},JQ519851 Nais elinguis CE1955_{Nais elinguis},0.1629,interspecific
MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},JQ519852 Nais elinguis CE1959_{Nais elinguis},0.1629,interspecific
MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},JQ519853 Nais elinguis CE1960_{Nais elinguis},0.1629,interspecific
MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},JQ519857 Nais elinguis CE2215_{Nais elinguis},0.1629,interspecific
MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},JQ519858 Nais elinguis CE2216_{Nais elinguis},0.1616,interspecific
MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},JQ519860 Nais elinguis CE2796_{Nais elinguis},0.1629,interspecific
MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},JQ519868 Nais elinguis CE2949_{Nais elinguis},0.1629,interspecific
MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},JQ519869 Nais elinguis CE3300_{Nais elinguis},0.1521,interspecific
MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},JQ519870 Nais elinguis CE3486_{Nais elinguis},0.1613,interspecific
MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},JQ519871 Nais elinguis CE3490_{Nais elinguis},0.1613,interspecific
MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},JQ519874 Nais elinguis CE3498_{Nais elinguis},0.1613,interspecific
MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},JQ519882 Nais sp. morphotype A3 CE3907_{A3},0.1522,interspecific
MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},JQ519883 Nais sp. morphotype A3 CE3908_{A3},0.1522,interspecific
MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},JQ519884 Nais sp. morphotype A3 CE3910_{A3},0.1522,interspecific
MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},JQ519885 Nais sp. morphotype A3 CE3913_{A3},0.1522,interspecific
MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},JQ519886 Nais sp. morphotype A3 CE3923_{A3},0.1522,interspecific
